,loss,val_loss,lr
0,0.1351209580898285,0.08528521656990051,0.001
1,0.08599681407213211,0.08494666963815689,0.001
2,0.08584878593683243,0.08642897009849548,0.001
3,0.0856449231505394,0.08506003022193909,0.001
4,0.08570645749568939,0.08495564013719559,0.001
5,0.08579770475625992,0.08478623628616333,0.001
6,0.08566777408123016,0.08420459181070328,0.001
7,0.08468756079673767,0.08573763072490692,0.001
8,0.07221567630767822,0.030756544321775436,0.001
9,0.025531241670250893,0.020613430067896843,0.001
10,0.016567477956414223,0.01636098325252533,0.001
11,0.01373298093676567,0.012289473786950111,0.001
12,0.01135924644768238,0.010324450209736824,0.001
13,0.010500526987016201,0.010813726112246513,0.001
14,0.009277361445128918,0.01013599056750536,0.001
15,0.008556663058698177,0.0075760493054986,0.001
16,0.008137834258377552,0.00708380900323391,0.001
17,0.007682815194129944,0.006847430020570755,0.001
18,0.007377621252089739,0.007465667091310024,0.001
19,0.007234297227114439,0.006256849970668554,0.001
20,0.00642832787707448,0.005895565263926983,0.001
21,0.006422105710953474,0.006361851468682289,0.001
22,0.006129991263151169,0.006350880488753319,0.001
23,0.006052167154848576,0.007999825291335583,0.001
24,0.005966013763099909,0.005284641403704882,0.001
25,0.005812331102788448,0.0052378736436367035,0.001
26,0.00578387500718236,0.0068071624264121056,0.001
27,0.005676306784152985,0.005385130178183317,0.001
28,0.005713453516364098,0.004918812308460474,0.001
29,0.005694350693374872,0.004963506944477558,0.001
30,0.0056813182309269905,0.005499706137925386,0.001
31,0.005367301870137453,0.005458324681967497,0.001
32,0.005235533230006695,0.005543014500290155,0.001
33,0.005326978396624327,0.006291275378316641,0.001
34,0.004423525184392929,0.005703543312847614,0.0005
35,0.0044221715070307255,0.004568335600197315,0.0005
36,0.0045638191513717175,0.00456859590485692,0.0005
37,0.004514726344496012,0.004531731363385916,0.0005
38,0.0045702168717980385,0.004405230283737183,0.0005
39,0.004486209712922573,0.00419692974537611,0.0005
40,0.0045423246920108795,0.004186689853668213,0.0005
41,0.004463219549506903,0.004406149033457041,0.0005
42,0.004527953453361988,0.004812420345842838,0.0005
43,0.004461593925952911,0.00418696366250515,0.0005
44,0.004501786082983017,0.004143652971833944,0.0005
45,0.00408494146540761,0.004095917101949453,0.00025
46,0.004101583734154701,0.004228068515658379,0.00025
47,0.004124784376472235,0.004637748468667269,0.00025
48,0.004148624371737242,0.004018871579319239,0.00025
49,0.004104553256183863,0.004020515363663435,0.00025
50,0.004148639272898436,0.004561212845146656,0.00025
51,0.003938916139304638,0.004094912204891443,0.000125
52,0.003911383915692568,0.003944288939237595,0.000125
53,0.003938588779419661,0.004153398796916008,0.000125
54,0.003944177180528641,0.003960516769438982,0.000125
55,0.0039736200124025345,0.0039541167207062244,0.000125
56,0.003911579959094524,0.004066242836415768,0.000125
57,0.003965393174439669,0.003910296596586704,0.000125
58,0.0038376508746296167,0.0038181771524250507,6.25e-05
59,0.0038299018051475286,0.0037743072025477886,6.25e-05
60,0.0038395170122385025,0.003769747680053115,6.25e-05
61,0.0038442462682724,0.003781282575801015,6.25e-05
62,0.003842380130663514,0.003965006675571203,6.25e-05
63,0.0038556489162147045,0.0037863263860344887,6.25e-05
64,0.003787842346355319,0.0037658424116671085,3.125e-05
65,0.0037946042139083147,0.00375081948004663,3.125e-05
66,0.0037987458053976297,0.0037950354162603617,3.125e-05
67,0.0037875953130424023,0.0037598793860524893,3.125e-05
68,0.0037928970996290445,0.0037641548551619053,3.125e-05
69,0.0037642470560967922,0.003735471749678254,1.5625e-05
